second,src,dst,packetcount,src_ratio,dst_ratio,src_duration_ratio,dst_duration_ratio,TotalPacketDuration,TotalPacketLenght,src_packet_ratio,dst_packet_ratio,DioCount,DisCount,DaoCount,OtherMsg,label
60.0,16,28,1,0.5,0.5,0.0034377747,0.0034377747,0.003208160400390625,68,0.41463414,0.41463414,0,0,0,1,1
60.0,37,49,1,0.5,0.5,0.9965622425079346,0.9965622425079346,0.9300003051757812,96,0.5853658318519592,0.5853658318519592,1,0,0,0,1
61.0,35,49,1,0.1666666716337204,0.1666666716337204,0.339363157749176,0.339363157749176,0.2999992370605469,96,0.28486648201942444,0.28486648201942444,1,0,0,0,1
61.0,1,32,1,0.1666666716337204,0.6666666865348816,0.0226247850805521,0.6561058163642883,0.020000457763671875,37,0.10979228466749191,0.43916913866996765,0,0,0,1,1
61.0,3,32,1,0.1666666716337204,0.6666666865348816,0.011314550414681435,0.6561058163642883,0.01000213623046875,37,0.10979228466749191,0.43916913866996765,0,0,0,1,1
61.0,4,32,1,0.1666666716337204,0.6666666865348816,0.03393502160906792,0.6561058163642883,0.029998779296875,37,0.10979228466749191,0.43916913866996765,0,0,0,1,1
61.0,7,32,1,0.1666666716337204,0.6666666865348816,0.5882315039634705,0.6561058163642883,0.5200004577636719,37,0.10979228466749191,0.43916913866996765,0,0,0,1,1
61.0,22,16,1,0.1666666716337204,0.1666666716337204,0.004530998412519693,0.004530998412519693,0.00400543212890625,93,0.2759643793106079,0.2759643793106079,0,0,1,0,1
62.0,22,16,1,0.25,0.25,0.004392677918076515,0.004392677918076515,0.004039764404296875,94,0.3122923672199249,0.3122923672199249,0,0,1,0,1
62.0,16,22,2,0.5,0.5,0.0061099291779100895,0.0061099291779100895,0.005619049072265625,111,0.3687707781791687,0.3687707781791687,0,0,0,2,1
62.0,44,49,1,0.25,0.25,0.9894973635673523,0.9894973635673523,0.9099998474121094,96,0.31893688440322876,0.31893688440322876,1,0,0,0,1
63.0,24,16,2,1.0,1.0,1.0,1.0,0.00804901123046875,187,1.0,1.0,0,0,2,0,1
64.0,16,24,2,0.6666666865348816,0.6666666865348816,0.004507980775088072,0.004507980775088072,0.005615234375,111,0.5362318754196167,0.5362318754196167,0,0,0,2,1
64.0,45,49,1,0.3333333432674408,0.3333333432674408,0.9954920411109924,0.9954920411109924,1.2400054931640625,96,0.4637681245803833,0.4637681245803833,1,0,0,0,1
65.0,8,32,1,0.3333333432674408,0.6666666865348816,0.13143114745616913,0.9858840703964233,0.0399932861328125,37,0.21022726595401764,0.4204545319080353,0,0,0,1,1
65.0,12,32,1,0.3333333432674408,0.6666666865348816,0.854452908039093,0.9858840703964233,0.26000213623046875,37,0.21022726595401764,0.4204545319080353,0,0,0,1,1
65.0,36,37,1,0.3333333432674408,0.3333333432674408,0.014115936122834682,0.014115936122834682,0.00429534912109375,102,0.5795454382896423,0.5795454382896423,1,0,0,0,1
66.0,39,49,1,1.0,1.0,1.0,1.0,1.5500030517578125,96,1.0,1.0,1,0,0,0,1
67.0,41,49,1,0.5,0.5,0.9208936095237732,0.9208936095237732,0.0500030517578125,96,0.4848484992980957,0.4848484992980957,1,0,0,0,1
67.0,44,39,1,0.5,0.5,0.07910636812448502,0.07910636812448502,0.00429534912109375,102,0.5151515007019043,0.5151515007019043,1,0,0,0,1
69.0,1,0,1,0.1111111119389534,0.1111111119389534,0.002323578344658017,0.002323578344658017,0.00177001953125,23,0.05263157933950424,0.05263157933950424,0,0,0,1,1
69.0,0,32,1,0.1111111119389534,0.6666666865348816,0.026250425726175308,0.5907297134399414,0.01999664306640625,37,0.08466818928718567,0.508009135723114,0,0,0,1,1
69.0,2,32,1,0.1111111119389534,0.6666666865348816,0.013130220584571362,0.5907297134399414,0.01000213623046875,37,0.08466818928718567,0.508009135723114,0,0,0,1,1
69.0,3,32,1,0.1111111119389534,0.6666666865348816,0.039380647242069244,0.5907297134399414,0.029998779296875,37,0.08466818928718567,0.508009135723114,0,0,0,2,1
69.0,6,32,1,0.1111111119389534,0.6666666865348816,0.013130220584571362,0.5907297134399414,0.01000213623046875,37,0.08466818928718567,0.508009135723114,0,0,0,1,1
69.0,7,32,1,0.1111111119389534,0.6666666865348816,0.05251086503267288,0.5907297134399414,0.04000091552734375,37,0.08466818928718567,0.508009135723114,0,0,0,2,1
69.0,11,32,1,0.1111111119389534,0.6666666865348816,0.4463273584842682,0.5907297134399414,0.339996337890625,37,0.08466818928718567,0.508009135723114,0,0,0,1,1
69.0,45,49,1,0.1111111119389534,0.2222222238779068,0.40694668889045715,0.40694668889045715,0.30999755859375,96,0.21967963874340057,0.43935927748680115,1,0,0,0,1
69.0,37,49,1,0.1111111119389534,0.2222222238779068,0.0,0.40694668889045715,0.0,96,0.21967963874340057,0.43935927748680115,1,0,0,0,1
70.0,44,49,1,0.75,0.5,0.983830988407135,0.986112654209137,0.600006103515625,96,0.7575757503509521,0.4848484992980957,1,0,0,0,1
70.0,44,39,2,0.75,0.5,0.983830988407135,0.013887347653508186,0.0085906982421875,204,0.7575757503509521,0.5151515007019043,2,0,0,0,1
70.0,40,49,1,0.25,0.5,0.01616901531815529,0.986112654209137,0.01000213623046875,96,0.24242424964904785,0.4848484992980957,1,0,0,0,1
71.0,44,39,1,1.0,1.0,1.0,1.0,0.00429534912109375,102,1.0,1.0,1,0,0,0,1
73.0,1,32,1,0.25,0.5,0.39482980966567993,0.9691376686096191,0.1100006103515625,37,0.13309352099895477,0.26618704199790955,0,0,0,2,1
73.0,12,32,1,0.25,0.5,0.5743078589439392,0.9691376686096191,0.160003662109375,37,0.13309352099895477,0.26618704199790955,0,0,0,2,1
73.0,44,39,1,0.25,0.25,0.015417477115988731,0.015417477115988731,0.00429534912109375,102,0.36690646409988403,0.36690646409988403,1,0,0,0,1
73.0,43,44,1,0.25,0.25,0.015444861724972725,0.015444861724972725,0.004302978515625,102,0.36690646409988403,0.36690646409988403,1,0,0,0,1
74.0,43,44,2,0.4000000059604645,0.4000000059604645,0.015108820982277393,0.015108820982277393,0.0085906982421875,204,0.4146341383457184,0.4146341383457184,2,0,0,0,1
74.0,41,49,1,0.20000000298023224,0.6000000238418579,0.0,0.9848911762237549,0.0,96,0.19512194395065308,0.5853658318519592,1,0,0,0,1
74.0,36,49,1,0.20000000298023224,0.6000000238418579,0.5452057123184204,0.9848911762237549,0.30999755859375,96,0.19512194395065308,0.5853658318519592,1,0,0,0,1
74.0,39,49,1,0.20000000298023224,0.6000000238418579,0.43968549370765686,0.9848911762237549,0.25,96,0.19512194395065308,0.5853658318519592,1,0,0,0,1
75.0,8,4,1,1.0,1.0,1.0,1.0,0.00176239013671875,23,1.0,1.0,0,0,0,1,1
76.0,43,39,1,0.4000000059604645,0.20000000298023224,0.05208718031644821,0.05208718031644821,0.004302978515625,102,0.30548927187919617,0.2434367537498474,1,0,0,0,1
76.0,43,49,1,0.4000000059604645,0.4000000059604645,0.05208718031644821,0.8473402261734009,0.0,26,0.30548927187919617,0.2911694645881653,0,1,0,1,1
76.0,33,49,1,0.20000000298023224,0.4000000059604645,0.8473402261734009,0.8473402261734009,0.06999969482421875,96,0.22911694645881653,0.2911694645881653,1,0,0,0,1
76.0,27,16,1,0.20000000298023224,0.20000000298023224,0.04857776314020157,0.04857776314020157,0.0040130615234375,93,0.2219570428133011,0.2219570428133011,0,0,1,0,1
76.0,39,44,1,0.20000000298023224,0.20000000298023224,0.05199482664465904,0.05199482664465904,0.00429534912109375,102,0.2434367537498474,0.2434367537498474,1,0,0,0,1
77.0,39,44,1,0.10000000149011612,0.10000000149011612,0.004145069979131222,0.004145069979131222,0.00429534912109375,102,0.14447592198848724,0.14447592198848724,1,0,0,0,1
77.0,27,16,2,0.20000000298023224,0.20000000298023224,0.008039816282689571,0.008039816282689571,0.008331298828125,196,0.277620404958725,0.277620404958725,0,0,2,0,1
77.0,38,39,1,0.10000000149011612,0.10000000149011612,0.004145069979131222,0.004145069979131222,0.00429534912109375,102,0.14447592198848724,0.14447592198848724,1,0,0,0,1
77.0,16,27,3,0.30000001192092896,0.30000001192092896,0.009011662565171719,0.009011662565171719,0.00933837890625,195,0.2762039601802826,0.2762039601802826,0,0,0,3,1
77.0,4,32,1,0.10000000149011612,0.30000001192092896,0.009652197360992432,0.9746583700180054,0.01000213623046875,37,0.05240793153643608,0.15722379088401794,0,0,0,2,1
77.0,6,32,1,0.10000000149011612,0.30000001192092896,0.03859406337141991,0.9746583700180054,0.0399932861328125,37,0.05240793153643608,0.15722379088401794,0,0,0,2,1
77.0,11,32,1,0.10000000149011612,0.30000001192092896,0.9264121055603027,0.9746583700180054,0.9599990844726562,37,0.05240793153643608,0.15722379088401794,0,0,0,2,1
78.0,38,39,1,0.5,0.5,0.0030371034517884254,0.0030371034517884254,0.00429534912109375,102,0.796875,0.796875,1,0,0,0,1
78.0,48,49,1,0.5,0.5,0.9969629049301147,0.9969629049301147,1.4099960327148438,26,0.203125,0.203125,0,1,0,1,1
79.0,43,39,1,1.0,1.0,1.0,1.0,0.004302978515625,102,1.0,1.0,1,0,0,0,1
80.0,5,2,1,0.5,0.5,0.4989200830459595,0.4989200830459595,0.00176239013671875,23,0.5,0.5,0,0,0,1,1
