No.,Time,Source,Destination,Protocol,Length,Info
597,144.77,00:05:00:05:00:05:00:05,Broadcast,IEEE 802.15.4,37,"Enhanced Beacon, Dst: Broadcast, Src: Cisco_05:00:05:00:05"
598,144.77,fe80::20f:f:f:f,ff02::1a,ICMPv6,96,RPL Control (DODAG Information Object)
599,144.78,00:06:00:06:00:06:00:06,Broadcast,IEEE 802.15.4,37,"Enhanced Beacon, Dst: Broadcast, Src: ToshibaT_06:00:06:00:06"
600,144.86,00:0e:00:0e:00:0e:00:0e,Broadcast,IEEE 802.15.4,37,"Enhanced Beacon, Dst: Broadcast, Src: Atrie_0e:00:0e:00:0e"
601,144.87,00:0f:00:0f:00:0f:00:0f,Broadcast,IEEE 802.15.4,37,"Enhanced Beacon, Dst: Broadcast, Src: Legra_0f:00:0f:00:0f"
602,144.91,::201:1:1:1,::202:2:2:2,UDP,53,8214  >  8214 Len=4
603,144.912728,,00:01:00:01:00:01:00:01,IEEE 802.15.4,19,"Ack, Dst: EquipTra_01:00:01:00:01"
604,145.07,::201:1:1:1,::202:2:2:2,UDP,62,8214  >  8214 Len=4
605,145.073016,,00:03:00:03:00:03:00:03,IEEE 802.15.4,19,"Ack, Dst: Barracud_03:00:03:00:03"
606,145.08,::202:2:2:2,::201:1:1:1,UDP,53,8214  >  8214 Len=4
607,145.082728,,00:02:00:02:00:02:00:02,IEEE 802.15.4,19,"Ack, Dst: NetSys_02:00:02:00:02"
608,145.23,::202:2:2:2,::201:1:1:1,UDP,54,8214  >  8214 Len=4
609,145.23276,,00:03:00:03:00:03:00:03,IEEE 802.15.4,19,"Ack, Dst: Barracud_03:00:03:00:03"
610,145.93,::201:1:1:1,::203:3:3:3,UDP,45,8214  >  8214 Len=4
611,145.932472,,00:01:00:01:00:01:00:01,IEEE 802.15.4,19,"Ack, Dst: EquipTra_01:00:01:00:01"
612,146.08,::203:3:3:3,::201:1:1:1,UDP,45,8214  >  8214 Len=4
613,146.082472,,00:03:00:03:00:03:00:03,IEEE 802.15.4,19,"Ack, Dst: Barracud_03:00:03:00:03"
614,146.95,::201:1:1:1,::20f:f:f:f,UDP,77,8214  >  8214 Len=4
615,146.953496,,00:01:00:01:00:01:00:01,IEEE 802.15.4,19,"Ack, Dst: EquipTra_01:00:01:00:01"
616,146.99,::201:1:1:1,::20f:f:f:f,UDP,86,8214  >  8214 Len=4
617,146.993784,,00:03:00:03:00:03:00:03,IEEE 802.15.4,19,"Ack, Dst: Barracud_03:00:03:00:03"
618,147.03,::201:1:1:1,::20f:f:f:f,UDP,86,8214  >  8214 Len=4
619,147.033784,,00:07:00:07:00:07:00:07,IEEE 802.15.4,19,"Ack, Dst: Zettamed_07:00:07:00:07"
620,147.06,::201:1:1:1,::20f:f:f:f,UDP,86,8214  >  8214 Len=4
621,147.063784,,00:0b:00:0b:00:0b:00:0b,IEEE 802.15.4,19,"Ack, Dst: FujianSt_0b:00:0b:00:0b"
622,147.07,::201:1:1:1,::20f:f:f:f,UDP,86,8214  >  8214 Len=4
623,147.073784,,00:0e:00:0e:00:0e:00:0e,IEEE 802.15.4,19,"Ack, Dst: Atrie_0e:00:0e:00:0e"
624,147.23,::20f:f:f:f,::201:1:1:1,UDP,53,8214  >  8214 Len=4
625,147.232728,,00:0f:00:0f:00:0f:00:0f,IEEE 802.15.4,19,"Ack, Dst: Legra_0f:00:0f:00:0f"
626,147.37,::20f:f:f:f,::201:1:1:1,UDP,62,8214  >  8214 Len=4
627,147.373016,,00:0e:00:0e:00:0e:00:0e,IEEE 802.15.4,19,"Ack, Dst: Atrie_0e:00:0e:00:0e"
628,147.5,::20f:f:f:f,::201:1:1:1,UDP,62,8214  >  8214 Len=4
629,147.503016,,00:0b:00:0b:00:0b:00:0b,IEEE 802.15.4,19,"Ack, Dst: FujianSt_0b:00:0b:00:0b"
630,147.63,::20f:f:f:f,::201:1:1:1,UDP,62,8214  >  8214 Len=4
631,147.633016,,00:07:00:07:00:07:00:07,IEEE 802.15.4,19,"Ack, Dst: Zettamed_07:00:07:00:07"
632,147.78,::20f:f:f:f,::201:1:1:1,UDP,54,8214  >  8214 Len=4
633,147.78276,,00:03:00:03:00:03:00:03,IEEE 802.15.4,19,"Ack, Dst: Barracud_03:00:03:00:03"
634,147.84,00:06:00:06:00:06:00:06,00:07:00:07:00:07:00:07,IEEE 802.15.4,23,"Data, Dst: Zettamed_07:00:07:00:07, Src: ToshibaT_06:00:06:00:06"
635,147.841768,,00:06:00:06:00:06:00:06,IEEE 802.15.4,19,"Ack, Dst: ToshibaT_06:00:06:00:06"
636,147.99,::201:1:1:1,::210:10:10:10,UDP,69,8214  >  8214 Len=4
637,147.99324,,00:01:00:01:00:01:00:01,IEEE 802.15.4,19,"Ack, Dst: EquipTra_01:00:01:00:01"
638,148.03,::201:1:1:1,::210:10:10:10,UDP,78,8214  >  8214 Len=4
639,148.033528,,00:05:00:05:00:05:00:05,IEEE 802.15.4,19,"Ack, Dst: Cisco_05:00:05:00:05"
640,148.07,::201:1:1:1,::210:10:10:10,UDP,78,8214  >  8214 Len=4
641,148.073528,,00:09:00:09:00:09:00:09,IEEE 802.15.4,19,"Ack, Dst: Tmt_09:00:09:00:09"
642,148.1,::201:1:1:1,::210:10:10:10,UDP,78,8214  >  8214 Len=4
643,148.103528,,00:0d:00:0d:00:0d:00:0d,IEEE 802.15.4,19,"Ack, Dst: SeawayNe_0d:00:0d:00:0d"
644,148.24,::210:10:10:10,::201:1:1:1,UDP,53,8214  >  8214 Len=4
645,148.242728,,00:10:00:10:00:10:00:10,IEEE 802.15.4,19,"Ack, Dst: CableTel_10:00:10:00:10"
646,148.37,::210:10:10:10,::201:1:1:1,UDP,62,8214  >  8214 Len=4
647,148.373016,,00:0d:00:0d:00:0d:00:0d,IEEE 802.15.4,19,"Ack, Dst: SeawayNe_0d:00:0d:00:0d"
648,148.5,::210:10:10:10,::201:1:1:1,UDP,62,8214  >  8214 Len=4
649,148.503016,,00:09:00:09:00:09:00:09,IEEE 802.15.4,19,"Ack, Dst: Tmt_09:00:09:00:09"
650,148.63,::210:10:10:10,::201:1:1:1,UDP,54,8214  >  8214 Len=4
651,148.63276,,00:05:00:05:00:05:00:05,IEEE 802.15.4,19,"Ack, Dst: Cisco_05:00:05:00:05"
652,148.73,00:04:00:04:00:04:00:04,Broadcast,IEEE 802.15.4,37,"Enhanced Beacon, Dst: Broadcast, Src: LexmarkP_04:00:04:00:04"
653,148.77,00:08:00:08:00:08:00:08,Broadcast,IEEE 802.15.4,37,"Enhanced Beacon, Dst: Broadcast, Src: Multitec_08:00:08:00:08"
654,148.79,00:0a:00:0a:00:0a:00:0a,Broadcast,IEEE 802.15.4,37,"Enhanced Beacon, Dst: Broadcast, Src: Mediatek_0a:00:0a:00:0a"
655,148.8,00:0b:00:0b:00:0b:00:0b,Broadcast,IEEE 802.15.4,37,"Enhanced Beacon, Dst: Broadcast, Src: FujianSt_0b:00:0b:00:0b"
656,148.81,00:0c:00:0c:00:0c:00:0c,Broadcast,IEEE 802.15.4,37,"Enhanced Beacon, Dst: Broadcast, Src: BebIndus_0c:00:0c:00:0c"
657,148.85,00:10:00:10:00:10:00:10,Broadcast,IEEE 802.15.4,37,"Enhanced Beacon, Dst: Broadcast, Src: CableTel_10:00:10:00:10"
658,148.99,::201:1:1:1,::20e:e:e:e,UDP,69,8214  >  8214 Len=4
659,148.99324,,00:01:00:01:00:01:00:01,IEEE 802.15.4,19,"Ack, Dst: EquipTra_01:00:01:00:01"
660,149.03,::201:1:1:1,::20e:e:e:e,UDP,78,8214  >  8214 Len=4
661,149.033528,,00:03:00:03:00:03:00:03,IEEE 802.15.4,19,"Ack, Dst: Barracud_03:00:03:00:03"
662,149.07,::201:1:1:1,::20e:e:e:e,UDP,78,8214  >  8214 Len=4
663,149.073528,,00:07:00:07:00:07:00:07,IEEE 802.15.4,19,"Ack, Dst: Zettamed_07:00:07:00:07"
664,149.1,::201:1:1:1,::20e:e:e:e,UDP,78,8214  >  8214 Len=4
665,149.103528,,00:0b:00:0b:00:0b:00:0b,IEEE 802.15.4,19,"Ack, Dst: FujianSt_0b:00:0b:00:0b"
666,149.24,::20e:e:e:e,::201:1:1:1,UDP,53,8214  >  8214 Len=4
667,149.242728,,00:0e:00:0e:00:0e:00:0e,IEEE 802.15.4,19,"Ack, Dst: Atrie_0e:00:0e:00:0e"
668,149.37,::20e:e:e:e,::201:1:1:1,UDP,62,8214  >  8214 Len=4
669,149.373016,,00:0b:00:0b:00:0b:00:0b,IEEE 802.15.4,19,"Ack, Dst: FujianSt_0b:00:0b:00:0b"
670,149.5,::20e:e:e:e,::201:1:1:1,UDP,62,8214  >  8214 Len=4
671,149.503016,,00:07:00:07:00:07:00:07,IEEE 802.15.4,19,"Ack, Dst: Zettamed_07:00:07:00:07"
672,149.65,::20e:e:e:e,::201:1:1:1,UDP,54,8214  >  8214 Len=4
673,149.65276,,00:03:00:03:00:03:00:03,IEEE 802.15.4,19,"Ack, Dst: Barracud_03:00:03:00:03"
674,149.84,::201:1:1:1,::203:3:3:3,UDP,45,8214  >  8214 Len=4
675,149.842472,,00:01:00:01:00:01:00:01,IEEE 802.15.4,19,"Ack, Dst: EquipTra_01:00:01:00:01"
676,149.99,::203:3:3:3,::201:1:1:1,UDP,45,8214  >  8214 Len=4
677,149.992472,,00:03:00:03:00:03:00:03,IEEE 802.15.4,19,"Ack, Dst: Barracud_03:00:03:00:03"
678,150.35,fe80::20b:b:b:b,ff02::1a,ICMPv6,96,RPL Control (DODAG Information Object)
679,150.86,::201:1:1:1,::203:3:3:3,UDP,45,8214  >  8214 Len=4
680,150.862472,,00:01:00:01:00:01:00:01,IEEE 802.15.4,19,"Ack, Dst: EquipTra_01:00:01:00:01"
681,151.01,::203:3:3:3,::201:1:1:1,UDP,45,8214  >  8214 Len=4
682,151.012472,,00:03:00:03:00:03:00:03,IEEE 802.15.4,19,"Ack, Dst: Barracud_03:00:03:00:03"
683,151.9,::201:1:1:1,::210:10:10:10,UDP,69,8214  >  8214 Len=4
684,151.90324,,00:01:00:01:00:01:00:01,IEEE 802.15.4,19,"Ack, Dst: EquipTra_01:00:01:00:01"
685,151.94,::201:1:1:1,::210:10:10:10,UDP,78,8214  >  8214 Len=4
686,151.943528,,00:05:00:05:00:05:00:05,IEEE 802.15.4,19,"Ack, Dst: Cisco_05:00:05:00:05"
687,151.98,::201:1:1:1,::210:10:10:10,UDP,78,8214  >  8214 Len=4
688,151.983528,,00:09:00:09:00:09:00:09,IEEE 802.15.4,19,"Ack, Dst: Tmt_09:00:09:00:09"
689,152.01,::201:1:1:1,::210:10:10:10,UDP,78,8214  >  8214 Len=4
690,152.013528,,00:0d:00:0d:00:0d:00:0d,IEEE 802.15.4,19,"Ack, Dst: SeawayNe_0d:00:0d:00:0d"
691,152.15,::210:10:10:10,::201:1:1:1,UDP,53,8214  >  8214 Len=4
692,152.152728,,00:10:00:10:00:10:00:10,IEEE 802.15.4,19,"Ack, Dst: CableTel_10:00:10:00:10"
693,152.28,::210:10:10:10,::201:1:1:1,UDP,62,8214  >  8214 Len=4
694,152.283016,,00:0d:00:0d:00:0d:00:0d,IEEE 802.15.4,19,"Ack, Dst: SeawayNe_0d:00:0d:00:0d"
695,152.41,::210:10:10:10,::201:1:1:1,UDP,62,8214  >  8214 Len=4
696,152.413016,,00:09:00:09:00:09:00:09,IEEE 802.15.4,19,"Ack, Dst: Tmt_09:00:09:00:09"
697,152.54,::210:10:10:10,::201:1:1:1,UDP,54,8214  >  8214 Len=4
698,152.54276,,00:05:00:05:00:05:00:05,IEEE 802.15.4,19,"Ack, Dst: Cisco_05:00:05:00:05"
699,152.67,00:01:00:01:00:01:00:01,Broadcast,IEEE 802.15.4,37,"Enhanced Beacon, Dst: Broadcast, Src: EquipTra_01:00:01:00:01"
700,152.69,00:03:00:03:00:03:00:03,Broadcast,IEEE 802.15.4,37,"Enhanced Beacon, Dst: Broadcast, Src: Barracud_03:00:03:00:03"
701,152.73,00:07:00:07:00:07:00:07,Broadcast,IEEE 802.15.4,37,"Enhanced Beacon, Dst: Broadcast, Src: Zettamed_07:00:07:00:07"
702,152.75,00:09:00:09:00:09:00:09,Broadcast,IEEE 802.15.4,37,"Enhanced Beacon, Dst: Broadcast, Src: Tmt_09:00:09:00:09"
703,152.79,00:0d:00:0d:00:0d:00:0d,Broadcast,IEEE 802.15.4,37,"Enhanced Beacon, Dst: Broadcast, Src: SeawayNe_0d:00:0d:00:0d"
704,152.81,00:0f:00:0f:00:0f:00:0f,Broadcast,IEEE 802.15.4,37,"Enhanced Beacon, Dst: Broadcast, Src: Legra_0f:00:0f:00:0f"
705,152.92,::201:1:1:1,::210:10:10:10,UDP,69,8214  >  8214 Len=4
706,152.92324,,00:01:00:01:00:01:00:01,IEEE 802.15.4,19,"Ack, Dst: EquipTra_01:00:01:00:01"
707,152.96,::201:1:1:1,::210:10:10:10,UDP,78,8214  >  8214 Len=4
708,152.963528,,00:05:00:05:00:05:00:05,IEEE 802.15.4,19,"Ack, Dst: Cisco_05:00:05:00:05"
709,153,::201:1:1:1,::210:10:10:10,UDP,78,8214  >  8214 Len=4
710,153.003528,,00:09:00:09:00:09:00:09,IEEE 802.15.4,19,"Ack, Dst: Tmt_09:00:09:00:09"
711,153.03,::201:1:1:1,::210:10:10:10,UDP,78,8214  >  8214 Len=4
712,153.033528,,00:0d:00:0d:00:0d:00:0d,IEEE 802.15.4,19,"Ack, Dst: SeawayNe_0d:00:0d:00:0d"
713,153.17,::210:10:10:10,::201:1:1:1,UDP,53,8214  >  8214 Len=4
714,153.172728,,00:10:00:10:00:10:00:10,IEEE 802.15.4,19,"Ack, Dst: CableTel_10:00:10:00:10"
715,153.3,::210:10:10:10,::201:1:1:1,UDP,62,8214  >  8214 Len=4
716,153.303016,,00:0d:00:0d:00:0d:00:0d,IEEE 802.15.4,19,"Ack, Dst: SeawayNe_0d:00:0d:00:0d"
717,153.43,::210:10:10:10,::201:1:1:1,UDP,62,8214  >  8214 Len=4
718,153.433016,,00:09:00:09:00:09:00:09,IEEE 802.15.4,19,"Ack, Dst: Tmt_09:00:09:00:09"
719,153.56,::210:10:10:10,::201:1:1:1,UDP,54,8214  >  8214 Len=4
720,153.56276,,00:05:00:05:00:05:00:05,IEEE 802.15.4,19,"Ack, Dst: Cisco_05:00:05:00:05"
721,153.92,::201:1:1:1,::207:7:7:7,UDP,53,8214  >  8214 Len=4
722,153.922728,,00:01:00:01:00:01:00:01,IEEE 802.15.4,19,"Ack, Dst: EquipTra_01:00:01:00:01"
723,153.96,::201:1:1:1,::207:7:7:7,UDP,62,8214  >  8214 Len=4
724,153.963016,,00:03:00:03:00:03:00:03,IEEE 802.15.4,19,"Ack, Dst: Barracud_03:00:03:00:03"
725,154.09,::207:7:7:7,::201:1:1:1,UDP,53,8214  >  8214 Len=4
726,154.092728,,00:07:00:07:00:07:00:07,IEEE 802.15.4,19,"Ack, Dst: Zettamed_07:00:07:00:07"
727,154.24,::207:7:7:7,::201:1:1:1,UDP,54,8214  >  8214 Len=4
728,154.24276,,00:03:00:03:00:03:00:03,IEEE 802.15.4,19,"Ack, Dst: Barracud_03:00:03:00:03"
729,154.96,::201:1:1:1,::210:10:10:10,UDP,69,8214  >  8214 Len=4
730,154.96324,,00:01:00:01:00:01:00:01,IEEE 802.15.4,19,"Ack, Dst: EquipTra_01:00:01:00:01"
731,155,::201:1:1:1,::210:10:10:10,UDP,78,8214  >  8214 Len=4
732,155.003528,,00:05:00:05:00:05:00:05,IEEE 802.15.4,19,"Ack, Dst: Cisco_05:00:05:00:05"
733,155.04,::201:1:1:1,::210:10:10:10,UDP,78,8214  >  8214 Len=4
734,155.043528,,00:09:00:09:00:09:00:09,IEEE 802.15.4,19,"Ack, Dst: Tmt_09:00:09:00:09"
735,155.07,::201:1:1:1,::210:10:10:10,UDP,78,8214  >  8214 Len=4
736,155.073528,,00:0d:00:0d:00:0d:00:0d,IEEE 802.15.4,19,"Ack, Dst: SeawayNe_0d:00:0d:00:0d"
737,155.21,::210:10:10:10,::201:1:1:1,UDP,53,8214  >  8214 Len=4
738,155.212728,,00:10:00:10:00:10:00:10,IEEE 802.15.4,19,"Ack, Dst: CableTel_10:00:10:00:10"
739,155.34,::210:10:10:10,::201:1:1:1,UDP,62,8214  >  8214 Len=4
740,155.343016,,00:0d:00:0d:00:0d:00:0d,IEEE 802.15.4,19,"Ack, Dst: SeawayNe_0d:00:0d:00:0d"
741,155.47,::210:10:10:10,::201:1:1:1,UDP,62,8214  >  8214 Len=4
742,155.473016,,00:09:00:09:00:09:00:09,IEEE 802.15.4,19,"Ack, Dst: Tmt_09:00:09:00:09"
743,155.6,::210:10:10:10,::201:1:1:1,UDP,54,8214  >  8214 Len=4
744,155.60276,,00:05:00:05:00:05:00:05,IEEE 802.15.4,19,"Ack, Dst: Cisco_05:00:05:00:05"
745,155.96,::201:1:1:1,::207:7:7:7,UDP,53,8214  >  8214 Len=4
746,155.962728,,00:01:00:01:00:01:00:01,IEEE 802.15.4,19,"Ack, Dst: EquipTra_01:00:01:00:01"
747,156,::201:1:1:1,::207:7:7:7,UDP,62,8214  >  8214 Len=4
748,156.003016,,00:03:00:03:00:03:00:03,IEEE 802.15.4,19,"Ack, Dst: Barracud_03:00:03:00:03"
749,156.13,::207:7:7:7,::201:1:1:1,UDP,53,8214  >  8214 Len=4
750,156.132728,,00:07:00:07:00:07:00:07,IEEE 802.15.4,19,"Ack, Dst: Zettamed_07:00:07:00:07"
751,156.28,::207:7:7:7,::201:1:1:1,UDP,54,8214  >  8214 Len=4
752,156.28276,,00:03:00:03:00:03:00:03,IEEE 802.15.4,19,"Ack, Dst: Barracud_03:00:03:00:03"
753,156.77,00:0e:00:0e:00:0e:00:0e,Broadcast,IEEE 802.15.4,37,"Enhanced Beacon, Dst: Broadcast, Src: Atrie_0e:00:0e:00:0e"
754,156.98,::201:1:1:1,::20f:f:f:f,UDP,77,8214  >  8214 Len=4
755,156.983496,,00:01:00:01:00:01:00:01,IEEE 802.15.4,19,"Ack, Dst: EquipTra_01:00:01:00:01"
756,157.02,::201:1:1:1,::20f:f:f:f,UDP,86,8214  >  8214 Len=4
757,157.023784,,00:03:00:03:00:03:00:03,IEEE 802.15.4,19,"Ack, Dst: Barracud_03:00:03:00:03"
758,157.06,::201:1:1:1,::20f:f:f:f,UDP,86,8214  >  8214 Len=4
759,157.063784,,00:07:00:07:00:07:00:07,IEEE 802.15.4,19,"Ack, Dst: Zettamed_07:00:07:00:07"
760,157.09,::201:1:1:1,::20f:f:f:f,UDP,86,8214  >  8214 Len=4
761,157.093784,,00:0b:00:0b:00:0b:00:0b,IEEE 802.15.4,19,"Ack, Dst: FujianSt_0b:00:0b:00:0b"
762,157.1,::201:1:1:1,::20f:f:f:f,UDP,86,8214  >  8214 Len=4
763,157.103784,,00:0e:00:0e:00:0e:00:0e,IEEE 802.15.4,19,"Ack, Dst: Atrie_0e:00:0e:00:0e"
764,157.26,::20f:f:f:f,::201:1:1:1,UDP,53,8214  >  8214 Len=4
765,157.262728,,00:0f:00:0f:00:0f:00:0f,IEEE 802.15.4,19,"Ack, Dst: Legra_0f:00:0f:00:0f"
766,157.4,::20f:f:f:f,::201:1:1:1,UDP,62,8214  >  8214 Len=4
767,157.403016,,00:0e:00:0e:00:0e:00:0e,IEEE 802.15.4,19,"Ack, Dst: Atrie_0e:00:0e:00:0e"
768,157.53,::20f:f:f:f,::201:1:1:1,UDP,62,8214  >  8214 Len=4
769,157.533016,,00:0b:00:0b:00:0b:00:0b,IEEE 802.15.4,19,"Ack, Dst: FujianSt_0b:00:0b:00:0b"
770,157.66,::20f:f:f:f,::201:1:1:1,UDP,62,8214  >  8214 Len=4
771,157.663016,,00:07:00:07:00:07:00:07,IEEE 802.15.4,19,"Ack, Dst: Zettamed_07:00:07:00:07"
772,157.81,::20f:f:f:f,::201:1:1:1,UDP,54,8214  >  8214 Len=4
773,157.81276,,00:03:00:03:00:03:00:03,IEEE 802.15.4,19,"Ack, Dst: Barracud_03:00:03:00:03"
774,157.85,::201:1:1:1,::205:5:5:5,UDP,45,8214  >  8214 Len=4
775,157.852472,,00:01:00:01:00:01:00:01,IEEE 802.15.4,19,"Ack, Dst: EquipTra_01:00:01:00:01"
776,157.98,::205:5:5:5,::201:1:1:1,UDP,45,8214  >  8214 Len=4
777,157.982472,,00:05:00:05:00:05:00:05,IEEE 802.15.4,19,"Ack, Dst: Cisco_05:00:05:00:05"
778,158.87,::201:1:1:1,::210:10:10:10,UDP,69,8214  >  8214 Len=4
779,158.87324,,00:01:00:01:00:01:00:01,IEEE 802.15.4,19,"Ack, Dst: EquipTra_01:00:01:00:01"
780,158.91,::201:1:1:1,::210:10:10:10,UDP,78,8214  >  8214 Len=4
781,158.913528,,00:05:00:05:00:05:00:05,IEEE 802.15.4,19,"Ack, Dst: Cisco_05:00:05:00:05"
782,158.95,::201:1:1:1,::210:10:10:10,UDP,78,8214  >  8214 Len=4
783,158.953528,,00:09:00:09:00:09:00:09,IEEE 802.15.4,19,"Ack, Dst: Tmt_09:00:09:00:09"
784,158.98,::201:1:1:1,::210:10:10:10,UDP,78,8214  >  8214 Len=4
785,158.983528,,00:0d:00:0d:00:0d:00:0d,IEEE 802.15.4,19,"Ack, Dst: SeawayNe_0d:00:0d:00:0d"
786,159.12,::210:10:10:10,::201:1:1:1,UDP,53,8214  >  8214 Len=4
787,159.122728,,00:10:00:10:00:10:00:10,IEEE 802.15.4,19,"Ack, Dst: CableTel_10:00:10:00:10"
788,159.25,::210:10:10:10,::201:1:1:1,UDP,62,8214  >  8214 Len=4
789,159.253016,,00:0d:00:0d:00:0d:00:0d,IEEE 802.15.4,19,"Ack, Dst: SeawayNe_0d:00:0d:00:0d"
790,159.38,::210:10:10:10,::201:1:1:1,UDP,62,8214  >  8214 Len=4
791,159.383016,,00:09:00:09:00:09:00:09,IEEE 802.15.4,19,"Ack, Dst: Tmt_09:00:09:00:09"
792,159.51,::210:10:10:10,::201:1:1:1,UDP,54,8214  >  8214 Len=4
793,159.51276,,00:05:00:05:00:05:00:05,IEEE 802.15.4,19,"Ack, Dst: Cisco_05:00:05:00:05"
794,159.79,fe80::20b:b:b:b,fe80::20c:c:c:c,ICMPv6,102,RPL Control (DODAG Information Object)
795,159.794296,,00:0b:00:0b:00:0b:00:0b,IEEE 802.15.4,19,"Ack, Dst: FujianSt_0b:00:0b:00:0b"
796,159.87,::201:1:1:1,::206:6:6:6,UDP,61,8214  >  8214 Len=4
797,159.872984,,00:01:00:01:00:01:00:01,IEEE 802.15.4,19,"Ack, Dst: EquipTra_01:00:01:00:01"
798,159.91,::201:1:1:1,::206:6:6:6,UDP,70,8214  >  8214 Len=4
799,159.913272,,00:03:00:03:00:03:00:03,IEEE 802.15.4,19,"Ack, Dst: Barracud_03:00:03:00:03"
800,159.96,fe80::205:5:5:5,ff02::1a,ICMPv6,96,RPL Control (DODAG Information Object)
801,160.07,::201:1:1:1,::206:6:6:6,UDP,70,8214  >  8214 Len=4
802,160.073272,,00:07:00:07:00:07:00:07,IEEE 802.15.4,19,"Ack, Dst: Zettamed_07:00:07:00:07"
803,160.08,::206:6:6:6,::201:1:1:1,UDP,53,8214  >  8214 Len=4
804,160.082728,,00:06:00:06:00:06:00:06,IEEE 802.15.4,19,"Ack, Dst: ToshibaT_06:00:06:00:06"
805,160.09,00:0c:00:0c:00:0c:00:0c,00:08:00:08:00:08:00:08,IEEE 802.15.4,23,"Data, Dst: Multitec_08:00:08:00:08, Src: BebIndus_0c:00:0c:00:0c"
806,160.091768,,00:0c:00:0c:00:0c:00:0c,IEEE 802.15.4,19,"Ack, Dst: BebIndus_0c:00:0c:00:0c"
807,160.21,::206:6:6:6,::201:1:1:1,UDP,62,8214  >  8214 Len=4
808,160.213016,,00:07:00:07:00:07:00:07,IEEE 802.15.4,19,"Ack, Dst: Zettamed_07:00:07:00:07"
809,160.36,::206:6:6:6,::201:1:1:1,UDP,54,8214  >  8214 Len=4
810,160.36276,,00:03:00:03:00:03:00:03,IEEE 802.15.4,19,"Ack, Dst: Barracud_03:00:03:00:03"
811,160.62,00:02:00:02:00:02:00:02,Broadcast,IEEE 802.15.4,37,"Enhanced Beacon, Dst: Broadcast, Src: NetSys_02:00:02:00:02"
812,160.65,00:05:00:05:00:05:00:05,Broadcast,IEEE 802.15.4,37,"Enhanced Beacon, Dst: Broadcast, Src: Cisco_05:00:05:00:05"
813,160.66,00:06:00:06:00:06:00:06,Broadcast,IEEE 802.15.4,37,"Enhanced Beacon, Dst: Broadcast, Src: ToshibaT_06:00:06:00:06"
814,160.71,00:0b:00:0b:00:0b:00:0b,Broadcast,IEEE 802.15.4,37,"Enhanced Beacon, Dst: Broadcast, Src: FujianSt_0b:00:0b:00:0b"
815,160.72,00:0c:00:0c:00:0c:00:0c,Broadcast,IEEE 802.15.4,37,"Enhanced Beacon, Dst: Broadcast, Src: BebIndus_0c:00:0c:00:0c"
816,160.76,00:10:00:10:00:10:00:10,Broadcast,IEEE 802.15.4,37,"Enhanced Beacon, Dst: Broadcast, Src: CableTel_10:00:10:00:10"
817,160.89,::201:1:1:1,::207:7:7:7,UDP,53,8214  >  8214 Len=4
818,160.89,fe80::20d:d:d:d,ff02::1a,ICMPv6,96,RPL Control (DODAG Information Object)
819,160.892728,,00:01:00:01:00:01:00:01,IEEE 802.15.4,19,"Ack, Dst: EquipTra_01:00:01:00:01"
820,160.93,::201:1:1:1,::207:7:7:7,UDP,62,8214  >  8214 Len=4
821,160.933016,,00:03:00:03:00:03:00:03,IEEE 802.15.4,19,"Ack, Dst: Barracud_03:00:03:00:03"
822,161.06,::207:7:7:7,::201:1:1:1,UDP,53,8214  >  8214 Len=4
823,161.062728,,00:07:00:07:00:07:00:07,IEEE 802.15.4,19,"Ack, Dst: Zettamed_07:00:07:00:07"
824,161.21,::207:7:7:7,::201:1:1:1,UDP,54,8214  >  8214 Len=4
825,161.21276,,00:03:00:03:00:03:00:03,IEEE 802.15.4,19,"Ack, Dst: Barracud_03:00:03:00:03"
826,161.93,::201:1:1:1,::20d:d:d:d,UDP,61,8214  >  8214 Len=4
827,161.932984,,00:01:00:01:00:01:00:01,IEEE 802.15.4,19,"Ack, Dst: EquipTra_01:00:01:00:01"
828,161.97,::201:1:1:1,::20d:d:d:d,UDP,70,8214  >  8214 Len=4
829,161.973272,,00:05:00:05:00:05:00:05,IEEE 802.15.4,19,"Ack, Dst: Cisco_05:00:05:00:05"
830,162.01,::201:1:1:1,::20d:d:d:d,UDP,70,8214  >  8214 Len=4
831,162.013272,,00:09:00:09:00:09:00:09,IEEE 802.15.4,19,"Ack, Dst: Tmt_09:00:09:00:09"
832,162.14,::20d:d:d:d,::201:1:1:1,UDP,53,8214  >  8214 Len=4
833,162.142728,,00:0d:00:0d:00:0d:00:0d,IEEE 802.15.4,19,"Ack, Dst: SeawayNe_0d:00:0d:00:0d"
834,162.27,::20d:d:d:d,::201:1:1:1,UDP,62,8214  >  8214 Len=4
835,162.273016,,00:09:00:09:00:09:00:09,IEEE 802.15.4,19,"Ack, Dst: Tmt_09:00:09:00:09"
836,162.4,::20d:d:d:d,::201:1:1:1,UDP,54,8214  >  8214 Len=4
837,162.40276,,00:05:00:05:00:05:00:05,IEEE 802.15.4,19,"Ack, Dst: Cisco_05:00:05:00:05"
838,162.93,::201:1:1:1,::20b:b:b:b,UDP,61,8214  >  8214 Len=4
839,162.932984,,00:01:00:01:00:01:00:01,IEEE 802.15.4,19,"Ack, Dst: EquipTra_01:00:01:00:01"
840,162.97,::201:1:1:1,::20b:b:b:b,UDP,70,8214  >  8214 Len=4
